Datetime,Open,High,Low,Close,Volume,Weighted Volume
2021-04-28 04:00:00+00:00,134.32,135.02,133.08,133.58,106643554.0,134.656515
2021-04-29 04:00:00+00:00,136.54,136.98,132.45,133.48,149222307.0,134.156026
2021-04-30 04:00:00+00:00,131.79,133.56,131.065,131.46,109506354.0,132.197677
2021-05-03 04:00:00+00:00,132.01,134.07,131.83,132.54,74954667.0,132.812243
2021-05-04 04:00:00+00:00,131.12,131.4899,126.7,127.85,136403176.0,127.965449
2021-05-05 04:00:00+00:00,129.21,130.45,127.97,128.1,83739423.0,129.226959
2021-05-06 04:00:00+00:00,127.91,129.75,127.13,129.72,72188394.0,128.543237
2021-05-07 04:00:00+00:00,130.89,131.2582,129.475,130.21,79265031.0,130.447486
2021-05-10 04:00:00+00:00,129.37,129.54,126.81,126.85,79551225.0,127.946676
2021-05-11 04:00:00+00:00,123.37,126.27,122.77,125.91,125606004.0,124.745146
2021-05-12 04:00:00+00:00,123.5,124.64,122.25,122.82,101216729.0,123.090746
2021-05-13 04:00:00+00:00,124.73,126.15,124.26,124.94,99116367.0,125.200166
2021-05-14 04:00:00+00:00,126.34,127.89,125.85,127.45,81525094.0,126.961447
2021-05-17 04:00:00+00:00,126.78,126.93,125.17,126.27,74244534.0,125.946869
2021-05-18 04:00:00+00:00,126.48,126.99,124.78,124.85,63342079.0,125.976332
2021-05-19 04:00:00+00:00,123.0,124.915,122.86,124.69,92611292.0,124.023801
2021-05-20 04:00:00+00:00,125.19,127.72,125.1,127.31,76856062.0,126.858079
2021-05-21 04:00:00+00:00,127.99,128.0,125.21,125.43,79295336.0,126.148556
2021-05-24 04:00:00+00:00,126.0,127.94,125.94,127.1,63086777.0,127.269833
2021-05-25 04:00:00+00:00,127.75,128.32,126.32,126.9,72008985.0,127.073936
2021-05-26 04:00:00+00:00,126.89,127.39,126.42,126.85,56567152.0,126.865112
2021-05-27 04:00:00+00:00,126.46,127.64,125.08,125.28,94623841.0,126.125285
2021-05-28 04:00:00+00:00,125.55,125.8,124.55,124.61,71308609.0,125.064316
2021-06-01 04:00:00+00:00,125.15,125.35,123.94,124.28,67636692.0,124.589786
2021-06-02 04:00:00+00:00,124.19,125.24,124.05,125.06,59278133.0,124.76861
2021-06-03 04:00:00+00:00,124.66,124.85,123.13,123.54,76226870.0,123.771424
2021-06-04 04:00:00+00:00,124.01,126.16,123.85,125.89,75167877.0,125.367963
2021-06-07 04:00:00+00:00,126.2,126.32,124.8321,125.9,71057300.0,125.369057
2021-06-08 04:00:00+00:00,126.6,128.46,126.2101,126.74,74402276.0,127.074198
2021-06-09 04:00:00+00:00,127.25,127.75,126.52,127.13,56886058.0,127.073349
2021-06-10 04:00:00+00:00,127.0,128.19,125.94,126.11,71040501.0,126.661177
2021-06-11 04:00:00+00:00,126.47,127.44,126.1,127.35,53307191.0,127.025024
2021-06-14 04:00:00+00:00,127.75,130.54,127.07,130.48,96802564.0,129.631942
2021-06-15 04:00:00+00:00,130.0,130.6,129.39,129.64,62698162.0,129.835774
2021-06-16 04:00:00+00:00,130.4,130.89,128.461,130.15,91600145.0,130.000332
2021-06-17 04:00:00+00:00,129.86,132.55,129.65,131.79,96264356.0,131.563905
2021-06-18 04:00:00+00:00,130.86,131.51,130.24,130.46,108465313.0,130.786631
2021-06-21 04:00:00+00:00,130.3,132.41,129.21,132.3,79390470.0,131.497546
2021-06-22 04:00:00+00:00,132.1,134.08,131.62,133.98,74593343.0,133.093708
2021-06-23 04:00:00+00:00,133.75,134.32,133.23,133.7,60049737.0,133.786992
2021-06-24 04:00:00+00:00,134.41,134.64,132.93,133.41,68573624.0,133.766018
2021-06-25 04:00:00+00:00,133.44,133.89,132.81,133.11,70599810.0,133.236623
2021-06-28 04:00:00+00:00,133.44,135.245,133.35,134.78,62023484.0,134.807041
2021-06-29 04:00:00+00:00,134.87,136.49,134.35,136.33,64550805.0,135.943834
2021-06-30 04:00:00+00:00,136.14,137.41,135.87,136.96,63152664.0,136.818023
2021-07-01 04:00:00+00:00,136.51,137.33,135.76,137.27,52355258.0,136.670647
2021-07-02 04:00:00+00:00,137.91,140.0,137.745,139.96,78816889.0,139.197833
2021-07-06 04:00:00+00:00,140.09,143.15,140.07,142.02,108073843.0,141.74191
2021-07-07 04:00:00+00:00,143.5,144.89,142.66,144.57,104823172.0,144.018222
2021-07-08 04:00:00+00:00,141.6,144.06,140.665,143.24,105562424.0,142.552264
2021-07-09 04:00:00+00:00,142.76,145.65,142.6522,145.11,99689434.0,144.783783
2021-07-12 04:00:00+00:00,146.17,146.32,144.0,144.5,76256045.0,144.786799
2021-07-13 04:00:00+00:00,144.0,147.46,143.63,145.64,100572238.0,146.054822
2021-07-14 04:00:00+00:00,148.0,149.57,147.68,149.15,126807879.0,148.821011
2021-07-15 04:00:00+00:00,149.17,150.0,147.09,148.48,106632325.0,148.44226
2021-07-16 04:00:00+00:00,148.53,149.76,145.88,146.39,93105141.0,147.625718
2021-07-19 04:00:00+00:00,143.78,144.07,141.67,142.45,120870493.0,142.614218
2021-07-20 04:00:00+00:00,143.51,147.0997,142.96,146.15,96000714.0,145.569566
2021-07-21 04:00:00+00:00,145.51,146.13,144.63,145.4,74765819.0,145.370476
2021-07-22 04:00:00+00:00,145.89,148.195,145.81,146.8,77280533.0,146.99095
2021-07-23 04:00:00+00:00,147.5,148.7177,146.92,148.56,71340694.0,148.037052
2021-07-26 04:00:00+00:00,148.2,149.83,147.7,148.99,72378282.0,149.117949
2021-07-27 04:00:00+00:00,149.03,149.21,145.55,146.77,104787369.0,146.832321
2021-07-28 04:00:00+00:00,144.84,146.97,142.54,144.98,118727153.0,144.887118
2021-07-29 04:00:00+00:00,144.66,146.55,144.58,145.64,56571097.0,145.806207
2021-07-30 04:00:00+00:00,144.49,146.33,144.11,145.86,70291908.0,145.396798
2021-08-02 04:00:00+00:00,146.33,146.95,145.25,145.52,62703522.0,145.856892
2021-08-03 04:00:00+00:00,145.75,148.045,145.18,147.36,64536401.0,146.770321
2021-08-04 04:00:00+00:00,147.14,147.79,146.28,146.95,56295292.0,147.04732
2021-08-05 04:00:00+00:00,146.91,147.84,146.17,147.06,46364733.0,147.113032
2021-08-06 04:00:00+00:00,146.27,147.11,145.63,146.14,54095700.0,146.214218
2021-08-09 04:00:00+00:00,146.27,146.7,145.52,146.09,48857702.0,146.111166
2021-08-10 04:00:00+00:00,146.52,147.71,145.3,145.6,68980001.0,146.126086
2021-08-11 04:00:00+00:00,146.01,146.72,145.53,145.86,48420536.0,146.02267
2021-08-12 04:00:00+00:00,146.21,149.05,145.84,148.89,73757305.0,148.010325
2021-08-13 04:00:00+00:00,149.0,149.4444,148.27,149.1,59352311.0,148.919361
2021-08-16 04:00:00+00:00,148.6,151.19,146.47,151.12,103451542.0,149.399565
2021-08-17 04:00:00+00:00,150.21,151.68,149.09,150.19,92080157.0,150.247393
2021-08-18 04:00:00+00:00,149.82,150.72,146.15,146.36,86134246.0,148.300785
2021-08-19 04:00:00+00:00,145.0,148.0,144.5,146.7,86764184.0,146.440968
2021-08-20 04:00:00+00:00,147.53,148.5,146.78,148.19,60443423.0,147.816151
2021-08-23 04:00:00+00:00,148.2,150.19,147.89,149.71,60040217.0,149.48854
2021-08-24 04:00:00+00:00,149.5,150.86,149.15,149.62,48597949.0,149.903488
2021-08-25 04:00:00+00:00,149.71,150.32,147.8,148.36,58967498.0,148.596981
2021-08-26 04:00:00+00:00,148.35,149.12,147.51,147.54,48444160.0,148.11514
2021-08-27 04:00:00+00:00,147.31,148.75,146.83,148.6,55642047.0,148.123272
2021-08-30 04:00:00+00:00,148.98,153.49,148.61,153.12,90921486.0,152.145794
2021-08-31 04:00:00+00:00,152.69,152.8,151.29,151.83,86295035.0,152.020557
2021-09-01 04:00:00+00:00,152.82,154.98,152.34,152.51,80418333.0,153.768969
2021-09-02 04:00:00+00:00,153.93,154.72,152.4,153.65,71130789.0,153.610263
2021-09-03 04:00:00+00:00,153.88,154.63,153.09,154.3,57859730.0,154.021736
2021-09-07 04:00:00+00:00,154.93,157.26,154.39,156.69,82233073.0,156.184154
2021-09-08 04:00:00+00:00,156.99,157.04,153.975,155.11,74033819.0,155.110845
2021-09-09 04:00:00+00:00,155.53,156.11,153.95,154.07,57258142.0,154.850403
2021-09-10 04:00:00+00:00,155.0,155.48,148.7,148.97,140758247.0,150.998631
2021-09-13 04:00:00+00:00,150.55,151.42,148.75,149.55,102292319.0,149.698907
2021-09-14 04:00:00+00:00,150.35,151.07,146.91,148.12,109164885.0,148.840158
2021-09-15 04:00:00+00:00,148.53,149.44,146.37,149.03,83247000.0,148.034413
2021-09-16 04:00:00+00:00,148.42,148.97,147.221,148.79,67955338.0,148.151656
2021-09-17 04:00:00+00:00,148.69,148.82,145.76,146.06,129797801.0,146.699381
2021-09-20 04:00:00+00:00,143.86,144.84,141.27,142.94,123206113.0,142.753253
2021-09-21 04:00:00+00:00,143.93,144.6,142.78,143.43,75782158.0,143.740013
2021-09-22 04:00:00+00:00,144.37,146.43,143.7001,145.85,76080540.0,145.408994
2021-09-23 04:00:00+00:00,146.54,147.08,145.64,146.83,64554768.0,146.692239
2021-09-24 04:00:00+00:00,145.64,147.4701,145.56,146.92,53370477.0,146.492692
2021-09-27 04:00:00+00:00,145.39,145.96,143.82,145.37,73963625.0,145.107985
2021-09-28 04:00:00+00:00,143.13,144.75,141.69,141.91,108560452.0,142.673141
2021-09-29 04:00:00+00:00,142.46,144.45,142.03,142.83,74100633.0,143.404803
2021-09-30 04:00:00+00:00,143.68,144.378,141.28,141.5,87999283.0,142.402753
2021-10-01 04:00:00+00:00,141.8,142.92,139.1101,142.65,94529261.0,141.10548
2021-10-04 04:00:00+00:00,141.76,142.21,138.27,139.14,97769370.0,139.292125
2021-10-05 04:00:00+00:00,139.5,142.24,139.36,141.11,80661888.0,140.991952
2021-10-06 04:00:00+00:00,139.42,142.15,138.37,142.0,82429201.0,140.383736
2021-10-07 04:00:00+00:00,143.0,144.215,142.72,143.29,61607494.0,143.665565
2021-10-08 04:00:00+00:00,144.02,144.1781,142.56,142.9,58509253.0,143.175806
2021-10-11 04:00:00+00:00,142.18,144.81,141.81,142.81,64212369.0,143.673959
2021-10-12 04:00:00+00:00,143.25,143.25,141.0401,141.51,72590122.0,141.858258
2021-10-13 04:00:00+00:00,141.21,141.4,139.2,140.91,78993696.0,140.361873
2021-10-14 04:00:00+00:00,142.08,143.88,141.51,143.76,69696591.0,143.216982
2021-10-15 04:00:00+00:00,144.13,144.895,143.51,144.84,67393128.0,144.320565
2021-10-18 04:00:00+00:00,143.45,146.84,143.16,146.55,84758465.0,145.422312
2021-10-19 04:00:00+00:00,147.0,149.17,146.55,148.76,75839014.0,148.327299
2021-10-20 04:00:00+00:00,148.74,149.7539,148.12,149.26,57882306.0,149.091132
2021-10-21 04:00:00+00:00,148.8,149.64,147.87,149.48,61019837.0,149.029821
2021-10-22 04:00:00+00:00,149.75,150.18,148.64,148.69,57981305.0,149.298567
2021-10-25 04:00:00+00:00,148.7,149.37,147.6211,148.64,50142123.0,148.505424
2021-10-26 04:00:00+00:00,149.33,150.84,149.0101,149.32,60311901.0,149.591245
2021-10-27 04:00:00+00:00,149.32,149.73,148.49,148.85,55537900.0,149.119636
2021-10-28 04:00:00+00:00,149.72,153.165,149.72,152.57,99560662.0,151.590038
2021-10-29 04:00:00+00:00,147.05,149.94,146.4128,149.8,124268949.0,148.328795
2021-11-01 04:00:00+00:00,148.86,149.7,147.8,148.96,74197856.0,148.811062
2021-11-02 04:00:00+00:00,148.68,151.57,148.65,150.02,68997660.0,150.357299
2021-11-03 04:00:00+00:00,150.42,151.97,149.82,151.49,54426861.0,150.916719
2021-11-04 04:00:00+00:00,151.56,152.43,150.64,150.96,60426854.0,151.397186
2021-11-05 04:00:00+00:00,151.89,152.2,150.06,151.28,66030127.0,151.094888
2021-11-08 05:00:00+00:00,151.49,151.57,150.16,150.44,55036579.0,150.818531
2021-11-09 05:00:00+00:00,150.15,151.428,150.0601,150.81,56704383.0,150.792084
2021-11-10 05:00:00+00:00,150.0,150.13,147.85,147.92,65096440.0,148.603723
2021-11-11 05:00:00+00:00,149.0,149.43,147.681,147.87,40994601.0,148.166831
2021-11-12 05:00:00+00:00,148.4,150.4,147.48,149.99,63761050.0,149.353718
2021-11-15 05:00:00+00:00,150.29,151.88,149.43,150.0,59234026.0,150.288375
2021-11-16 05:00:00+00:00,150.0,151.488,149.34,151.0,59100179.0,150.696521
2021-11-17 05:00:00+00:00,151.0,155.0,150.99,153.49,88751007.0,153.5368
2021-11-18 05:00:00+00:00,153.7,158.67,153.05,157.87,137760583.0,156.326663
2021-11-19 05:00:00+00:00,157.87,161.02,156.5328,160.55,117253295.0,159.573521
2021-11-22 05:00:00+00:00,161.63,165.7,161.0,161.02,117445075.0,163.589564
2021-11-23 05:00:00+00:00,160.97,161.8,159.0601,161.41,95957240.0,160.340247
2021-11-24 05:00:00+00:00,160.75,162.14,159.64,161.94,69134865.0,161.110011
2021-11-26 05:00:00+00:00,159.5,160.45,156.36,156.81,76887188.0,157.844248
2021-11-29 05:00:00+00:00,159.23,161.19,158.7901,160.24,88702172.0,160.1344
2021-11-30 05:00:00+00:00,159.99,165.52,159.92,165.3,173768666.0,163.774854
2021-12-01 05:00:00+00:00,167.41,170.3,164.53,164.77,152183690.0,167.686603
2021-12-02 05:00:00+00:00,158.72,164.2,157.8,163.76,136455929.0,161.827933
2021-12-03 05:00:00+00:00,163.95,164.96,159.72,161.84,117883662.0,161.823731
2021-12-06 05:00:00+00:00,164.28,167.8799,164.28,165.32,107438722.0,165.823381
2021-12-07 05:00:00+00:00,169.1,171.58,168.34,171.18,120310913.0,170.560878
2021-12-08 05:00:00+00:00,172.0,175.96,170.7,175.08,116911182.0,174.017343
2021-12-09 05:00:00+00:00,174.84,176.75,173.92,174.56,108624053.0,175.278668
2021-12-10 05:00:00+00:00,175.14,179.63,174.69,179.45,115269420.0,177.272125
2021-12-13 05:00:00+00:00,181.0,182.13,175.53,175.74,152292350.0,178.616878
2021-12-14 05:00:00+00:00,175.3,177.74,172.21,174.33,139245638.0,174.400795
2021-12-15 05:00:00+00:00,175.16,179.5,172.3108,179.3,130901929.0,176.077737
2021-12-16 05:00:00+00:00,179.15,181.14,170.75,172.26,150275095.0,174.408373
2021-12-17 05:00:00+00:00,170.0,173.47,169.69,171.14,195870137.0,171.26671
2021-12-20 05:00:00+00:00,168.13,170.58,167.46,169.75,104710717.0,169.294262
2021-12-21 05:00:00+00:00,171.68,173.2,169.12,172.99,91119804.0,171.481672
2021-12-22 05:00:00+00:00,172.99,175.86,172.15,175.64,92615331.0,174.323988
2021-12-23 05:00:00+00:00,175.83,176.8499,175.27,176.28,68325906.0,176.147565
2021-12-27 05:00:00+00:00,177.1,180.42,177.07,180.33,74928619.0,179.056781
2021-12-28 05:00:00+00:00,180.2,181.33,178.53,179.29,79103834.0,179.707003
2021-12-29 05:00:00+00:00,179.3,180.63,178.14,179.38,62325923.0,179.455692
2021-12-30 05:00:00+00:00,179.59,180.57,178.09,178.2,59770363.0,179.374496
2021-12-31 05:00:00+00:00,178.0,179.23,177.26,177.57,64038545.0,177.800284
2022-01-03 05:00:00+00:00,177.81,182.88,177.71,182.01,104689466.0,181.41552
2022-01-04 05:00:00+00:00,182.61,182.94,179.12,179.7,99433260.0,180.55394
2022-01-05 05:00:00+00:00,179.61,180.17,174.65,174.835,86753605.0,177.49778
2022-01-06 05:00:00+00:00,172.4,175.3,171.64,172.0,96792589.0,173.079885
2022-01-07 05:00:00+00:00,172.73,174.14,171.03,172.17,87682412.0,172.439116
2022-01-10 05:00:00+00:00,168.85,172.5,168.17,172.19,106444891.0,170.288204
2022-01-11 05:00:00+00:00,172.19,175.18,170.82,175.08,76138430.0,173.633654
2022-01-12 05:00:00+00:00,176.0,177.18,174.82,175.53,74742204.0,175.834544
2022-01-13 05:00:00+00:00,175.69,176.62,171.79,172.19,84442852.0,173.974502
2022-01-14 05:00:00+00:00,171.36,173.78,171.09,173.07,80361306.0,172.360857
2022-01-18 05:00:00+00:00,171.47,172.54,169.405,169.8,90983726.0,170.541055
2022-01-19 05:00:00+00:00,169.89,171.08,165.94,166.23,94640853.0,168.300017
2022-01-20 05:00:00+00:00,166.85,169.68,164.18,164.51,91144617.0,167.071114
2022-01-21 05:00:00+00:00,164.51,166.33,162.3,162.41,122230144.0,163.879746
2022-01-24 05:00:00+00:00,159.88,162.3,154.7,161.62,160586365.0,158.665953
2022-01-25 05:00:00+00:00,158.87,162.76,157.02,159.78,115700696.0,159.427622
2022-01-26 05:00:00+00:00,163.45,164.3894,157.82,159.69,106582989.0,161.433199
2022-01-27 05:00:00+00:00,162.35,163.84,158.28,159.22,121612411.0,161.295798
2022-01-28 05:00:00+00:00,165.72,170.35,162.8,170.33,179655820.0,167.309586
2022-01-31 05:00:00+00:00,170.18,175.0,169.51,174.78,115335712.0,173.156504
2022-02-01 05:00:00+00:00,174.0,174.84,172.31,174.61,85997761.0,173.703513
2022-02-02 05:00:00+00:00,174.64,175.88,173.33,175.84,84817172.0,174.941289
2022-02-03 05:00:00+00:00,174.62,176.2399,172.12,172.9,89195554.0,174.38458
2022-02-04 05:00:00+00:00,171.52,174.1,170.68,172.39,82224164.0,172.316068
2022-02-07 05:00:00+00:00,172.76,173.9458,170.95,171.66,77134743.0,172.443013
2022-02-08 05:00:00+00:00,171.67,175.35,171.43,174.83,74571837.0,173.810582
2022-02-09 05:00:00+00:00,176.08,176.65,174.9,176.28,69705349.0,175.831852
2022-02-10 05:00:00+00:00,174.01,175.48,171.55,172.12,88078189.0,173.535393
2022-02-11 05:00:00+00:00,172.34,173.08,168.04,168.64,95133474.0,170.210271
2022-02-14 05:00:00+00:00,167.34,169.58,166.56,168.88,82339594.0,168.400022
2022-02-15 05:00:00+00:00,170.99,172.95,170.25,172.79,62605150.0,171.656225
2022-02-16 05:00:00+00:00,171.87,173.34,170.05,172.55,59421416.0,171.642449
2022-02-17 05:00:00+00:00,170.99,171.91,168.47,168.88,68041016.0,170.177776
2022-02-18 05:00:00+00:00,170.0,170.5413,166.19,167.3,80719550.0,167.81266
2022-02-22 05:00:00+00:00,164.86,166.69,162.15,164.32,87871263.0,164.560313
2022-02-23 05:00:00+00:00,165.58,166.15,159.75,160.07,86682415.0,162.162613
2022-02-24 05:00:00+00:00,152.42,162.85,152.0,162.74,141147541.0,158.014351
2022-02-25 05:00:00+00:00,163.69,165.12,160.8738,164.85,87680902.0,163.788661
2022-02-28 05:00:00+00:00,163.02,165.42,162.43,165.12,90547539.0,164.274417
2022-03-01 05:00:00+00:00,164.71,166.6,161.97,163.2,79455454.0,164.167482
2022-03-02 05:00:00+00:00,164.6,167.36,162.95,166.56,76135254.0,165.810466
2022-03-03 05:00:00+00:00,168.44,168.91,165.55,166.23,73779442.0,166.927454
2022-03-04 05:00:00+00:00,164.45,165.55,162.1,163.17,80761684.0,163.402599
2022-03-07 05:00:00+00:00,163.44,165.02,159.04,159.3,92893526.0,161.40379
2022-03-08 05:00:00+00:00,158.83,162.88,155.8,157.44,126458822.0,158.771695
2022-03-09 05:00:00+00:00,161.51,163.41,159.41,162.95,87920209.0,161.949231
2022-03-10 05:00:00+00:00,160.11,160.39,155.98,158.52,103541308.0,158.031294
2022-03-11 05:00:00+00:00,159.0,159.28,154.5,154.73,94382406.0,156.164846
2022-03-14 04:00:00+00:00,151.51,154.12,150.1,150.62,105717687.0,151.690522
2022-03-15 04:00:00+00:00,150.93,155.565,150.38,155.09,90269098.0,153.497865
2022-03-16 04:00:00+00:00,157.02,160.0,154.46,159.59,98816624.0,157.661798
2022-03-17 04:00:00+00:00,158.6,161.0,157.63,160.62,73839492.0,159.425079
2022-03-18 04:00:00+00:00,160.59,164.48,159.76,163.98,123092524.0,162.599316
2022-03-21 04:00:00+00:00,163.58,166.35,163.015,165.38,94265392.0,164.736717
2022-03-22 04:00:00+00:00,165.48,169.42,164.91,168.82,80412309.0,168.227272
2022-03-23 04:00:00+00:00,168.03,172.64,167.65,170.21,96898461.0,170.7874
2022-03-24 04:00:00+00:00,171.24,174.14,170.21,174.07,88989246.0,172.263675
2022-03-25 04:00:00+00:00,173.85,175.28,172.75,174.72,79861883.0,174.023699
2022-03-28 04:00:00+00:00,172.12,175.73,172.0,175.6,168579557.0,174.339678
2022-03-29 04:00:00+00:00,176.75,179.01,176.34,178.96,100696426.0,177.853078
2022-03-30 04:00:00+00:00,178.51,179.61,176.7,177.77,92758154.0,178.119257
2022-03-31 04:00:00+00:00,177.8,178.03,174.4,174.61,102626094.0,175.877573
2022-04-01 04:00:00+00:00,174.05,174.88,171.94,174.31,79064404.0,173.413361
2022-04-04 04:00:00+00:00,174.62,178.49,174.44,178.44,76407012.0,177.485526
