Datetime,Open,High,Low,Close,Volume
2020-12-31 00:00:00+00:00,160.61000061035156,160.86000061035156,159.25999450683594,160.50999450683594,2335300.0
2021-01-04 00:00:00+00:00,160.77000427246094,161.3800048828125,157.1300048828125,160.3800048828125,7243400.0
2021-01-05 00:00:00+00:00,159.44000244140625,162.0800018310547,159.1199951171875,160.9199981689453,3911900.0
2021-01-06 00:00:00+00:00,158.3699951171875,165.14999389648438,158.0,163.07000732421875,4937000.0
2021-01-07 00:00:00+00:00,163.4499969482422,164.83999633789062,162.7899932861328,163.7100067138672,4144100.0
2021-01-08 00:00:00+00:00,163.74000549316406,166.25,163.0399932861328,165.0500030517578,4971200.0
2021-01-11 00:00:00+00:00,164.91000366210938,167.39999389648438,164.3000030517578,166.32000732421875,3005200.0
2021-01-12 00:00:00+00:00,166.2899932861328,170.24000549316406,165.16000366210938,168.99000549316406,4036900.0
2021-01-13 00:00:00+00:00,170.1300048828125,171.69000244140625,169.22000122070312,169.8300018310547,3291800.0
2021-01-14 00:00:00+00:00,170.35000610351562,172.5800018310547,169.97000122070312,170.38999938964844,4090900.0
2021-01-15 00:00:00+00:00,168.49000549316406,172.00999450683594,168.0,171.33999633789062,3727200.0
2021-01-19 00:00:00+00:00,172.89999389648438,173.80999755859375,170.63999938964844,170.75999450683594,4683100.0
2021-01-20 00:00:00+00:00,171.24000549316406,174.0500030517578,169.64999389648438,172.38999938964844,3899800.0
2021-01-21 00:00:00+00:00,173.58999633789062,175.07000732421875,172.25999450683594,172.33999633789062,5322600.0
2021-01-22 00:00:00+00:00,171.88999938964844,174.1199951171875,171.02999877929688,172.39999389648438,3612300.0
2021-01-25 00:00:00+00:00,172.91000366210938,175.14999389648438,171.44000244140625,174.10000610351562,4764100.0
2021-01-26 00:00:00+00:00,174.2899932861328,174.89999389648438,173.0,173.6999969482422,2496200.0
2021-01-27 00:00:00+00:00,171.0399932861328,171.86000061035156,167.0399932861328,167.7100067138672,4762700.0
2021-01-28 00:00:00+00:00,168.88999938964844,173.72999572753906,167.75999450683594,172.33999633789062,3816600.0
2021-01-29 00:00:00+00:00,171.5500030517578,171.8000030517578,166.5,166.85000610351562,4400500.0
2021-02-01 00:00:00+00:00,167.1199951171875,168.19000244140625,162.13999938964844,163.3699951171875,3898500.0
2021-02-02 00:00:00+00:00,163.8800048828125,167.7899932861328,163.44000244140625,166.66000366210938,3181900.0
2021-02-03 00:00:00+00:00,166.25999450683594,170.22000122070312,166.11000061035156,169.8800048828125,2996500.0
2021-02-04 00:00:00+00:00,170.52999877929688,173.13999938964844,169.80999755859375,173.02999877929688,2679800.0
2021-02-05 00:00:00+00:00,174.67999267578125,175.1999969482422,173.19000244140625,175.02999877929688,2562700.0
2021-02-08 00:00:00+00:00,175.97999572753906,179.2100067138672,175.50999450683594,179.1699981689453,3421800.0
2021-02-09 00:00:00+00:00,178.8300018310547,179.4600067138672,177.3800048828125,177.77999877929688,2723800.0
2021-02-10 00:00:00+00:00,179.0,179.0,175.13999938964844,177.24000549316406,2837900.0
2021-02-11 00:00:00+00:00,176.99000549316406,177.63999938964844,174.8800048828125,175.72999572753906,2783900.0
2021-02-12 00:00:00+00:00,175.77000427246094,177.6699981689453,175.41000366210938,177.16000366210938,2035500.0
2021-02-16 00:00:00+00:00,176.27000427246094,177.3000030517578,173.92999267578125,174.05999755859375,2947700.0
2021-02-17 00:00:00+00:00,173.85000610351562,177.47000122070312,173.5,177.1300048828125,2244100.0
2021-02-18 00:00:00+00:00,175.9600067138672,178.0500030517578,175.35000610351562,177.16000366210938,2758700.0
2021-02-19 00:00:00+00:00,177.50999450683594,179.10000610351562,176.77999877929688,177.5399932861328,2842000.0
2021-02-22 00:00:00+00:00,176.22000122070312,176.49000549316406,172.1999969482422,172.41000366210938,3767700.0
2021-02-23 00:00:00+00:00,170.75,170.91000366210938,165.0,168.58999633789062,5149500.0
2021-02-24 00:00:00+00:00,168.66000366210938,169.61000061035156,160.11000061035156,162.30999755859375,9972300.0
2021-02-25 00:00:00+00:00,163.49000549316406,163.5,157.9499969482422,158.52000427246094,6639300.0
2021-02-26 00:00:00+00:00,160.33999633789062,162.4199981689453,159.1300048828125,159.75,6030400.0
2021-03-01 00:00:00+00:00,160.75999450683594,163.5,160.75999450683594,161.94000244140625,3361100.0
2021-03-02 00:00:00+00:00,162.42999267578125,164.7899932861328,162.39999389648438,163.0500030517578,4330900.0
2021-03-03 00:00:00+00:00,162.19000244140625,162.8300018310547,158.22999572753906,158.2899932861328,5238500.0
2021-03-04 00:00:00+00:00,157.1699981689453,158.27999877929688,150.83999633789062,153.77000427246094,7792700.0
2021-03-05 00:00:00+00:00,154.9499969482422,159.08999633789062,151.07000732421875,158.5800018310547,5143100.0
